epoch,train_loss,val_loss,lr
0,1.088395357131958,0.8696906566619873,0.0002
1,0.9608246088027954,1.0307536125183105,0.0002
2,0.9573397636413574,1.2055492401123047,0.0002
3,1.0279066562652588,1.0314432382583618,0.0002
4,1.2059366703033447,0.8462281227111816,0.0002
5,1.0575311183929443,1.182701826095581,0.0002
6,1.0412588119506836,0.9295539259910583,0.0002
7,1.1639903783798218,1.096825361251831,0.0002
8,0.8056842088699341,0.9500516653060913,0.0002
9,0.947048544883728,0.928841233253479,0.0002
10,0.9174644947052002,0.8512485027313232,0.0002
11,0.833175539970398,0.9760839939117432,0.0002
12,0.9007072448730469,1.059197187423706,0.0002
13,0.7172931432723999,0.8927565813064575,0.0002
14,0.9967925548553467,1.1601735353469849,0.0002
15,1.092395305633545,0.7653419971466064,0.0002
16,0.9602545499801636,1.0565180778503418,0.0002
17,0.9716188311576843,0.7929363250732422,0.0002
18,0.8676130771636963,0.8764079809188843,0.0002
19,1.0894665718078613,1.0368015766143799,0.0002
20,0.9510995149612427,0.9222464561462402,0.0002
21,1.081589937210083,1.0888562202453613,0.0002
22,0.815069317817688,1.0902749300003052,0.0002
23,0.9318681359291077,1.0487744808197021,0.0002
24,0.7817838788032532,1.1740152835845947,0.0002
25,1.0196689367294312,1.2433708906173706,0.0002
26,1.015355110168457,1.0726491212844849,0.0002
27,0.9350624084472656,0.8777517080307007,0.0002
28,0.950972318649292,1.1913352012634277,0.0002
29,1.081868290901184,0.7521327137947083,0.0002
30,1.0635249614715576,0.8456441760063171,0.0002
31,0.8831236362457275,0.8251734375953674,0.0002
32,0.7147566080093384,0.8192455172538757,0.0002
33,0.9729502201080322,1.182985544204712,0.0002
34,0.9129626154899597,0.9092217683792114,0.0002
35,0.9555036425590515,1.0313369035720825,0.0002
36,0.9638949036598206,1.1129043102264404,0.0002
37,0.7824076414108276,0.9209256768226624,0.0002
38,1.0360054969787598,0.9421617984771729,0.0002
39,0.8111867904663086,0.8407407999038696,0.0002
40,0.8720429539680481,1.203484058380127,0.0002
41,0.7607922554016113,0.7566342353820801,0.0002
42,0.9436659812927246,0.8360950946807861,0.0002
43,0.7700825333595276,0.8667185306549072,0.0002
44,1.0050374269485474,0.9634758234024048,0.0002
45,0.9101728200912476,0.8174901008605957,0.0002
46,0.7653541564941406,0.7588940262794495,0.0002
47,0.8916289806365967,0.9352883100509644,0.0002
48,0.9056038856506348,0.7983742356300354,0.0002
